,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,Squad,League
1400,Emil Bohinen,no NOR,MF,25.0,1.8,0,0,0,3,3,0,0,1,4,0,0,0,9,2,1,66.7,Matches,Genoa,Serie-A
1401,Filippo Melegoni,it ITA,"MF,FW",25.0,1.0,0,0,0,0,1,0,2,0,1,0,0,0,2,1,0,100.0,Matches,Genoa,Serie-A
1402,Alessandro Marcandalli,it ITA,DF,21.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0,Matches,Genoa,Serie-A
1403,Mario Balotelli,it ITA,"FW,MF",33.0,0.7,2,0,0,2,2,0,3,0,0,0,0,0,1,2,2,50.0,Matches,Genoa,Serie-A
1404,David Akpan Ankeye,ng NGA,"FW,MF",22.0,0.5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0.0,Matches,Genoa,Serie-A
1405,Gastón Pereiro,uy URU,MF,29.0,0.3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,50.0,Matches,Genoa,Serie-A
1406,Daniele Sommariva,it ITA,GK,27.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches,Genoa,Serie-A
1407,Federico Accornero,it ITA,MF,20.0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,Matches,Genoa,Serie-A
1408,Lorenzo Montipò,it ITA,GK,28.0,36.0,0,0,0,0,7,0,0,0,0,0,0,1,28,7,1,87.5,Matches,Hellas-Verona,Serie-A
1409,Jackson Tchatchoua,cm CMR,"DF,MF",22.0,35.2,7,1,0,26,11,8,118,14,31,0,1,0,121,30,34,46.9,Matches,Hellas-Verona,Serie-A
1410,Diego Coppola,it ITA,DF,20.0,32.5,10,0,0,44,0,0,0,72,36,0,0,0,89,133,72,64.9,Matches,Hellas-Verona,Serie-A
1411,Ondrej Duda,sk SVK,MF,29.0,26.6,12,1,1,51,57,0,89,31,27,0,0,0,188,14,15,48.3,Matches,Hellas-Verona,Serie-A
1412,Tomáš Suslov,sk SVK,"MF,FW",22.0,23.1,7,1,1,54,65,2,49,18,38,0,0,0,88,5,25,16.7,Matches,Hellas-Verona,Serie-A
1413,Amin Sarr,se SWE,FW,23.0,21.2,1,0,0,47,20,13,7,3,12,0,1,0,42,65,91,41.7,Matches,Hellas-Verona,Serie-A
1414,Domagoj Bradarić,hr CRO,DF,24.0,21.5,6,0,0,21,14,3,78,15,28,0,0,0,80,16,21,43.2,Matches,Hellas-Verona,Serie-A
1415,Paweł Dawidowicz,pl POL,"DF,MF",29.0,20.5,7,1,0,36,11,0,1,20,24,0,1,0,54,33,27,55.0,Matches,Hellas-Verona,Serie-A
1416,Daniele Ghilardi,it ITA,DF,21.0,22.5,7,1,0,33,29,0,10,30,29,0,0,0,55,41,41,50.0,Matches,Hellas-Verona,Serie-A
1417,Casper Tengstedt,dk DEN,FW,24.0,16.9,2,0,0,6,9,6,10,4,5,0,0,0,37,20,61,24.7,Matches,Hellas-Verona,Serie-A
1418,Reda Belahyane,ma MAR,MF,20.0,18.4,6,1,1,31,9,0,3,10,26,0,0,0,109,5,15,25.0,Matches,Hellas-Verona,Serie-A
1419,Darko Lazović,rs SRB,"DF,MF",33.0,16.2,0,0,0,9,5,4,70,11,10,1,0,0,59,9,13,40.9,Matches,Hellas-Verona,Serie-A
1420,Suat Serdar,de GER,MF,27.0,15.3,4,1,1,33,18,0,9,8,22,0,0,0,74,14,14,50.0,Matches,Hellas-Verona,Serie-A
1421,Nicolás Valentini,ar ARG,DF,23.0,12.5,5,1,1,22,5,0,5,15,23,0,1,0,43,50,13,79.4,Matches,Hellas-Verona,Serie-A
1422,Daniel Mosquera,co COL,FW,24.0,15.3,4,0,0,44,17,8,2,2,8,0,0,0,54,79,89,47.0,Matches,Hellas-Verona,Serie-A
1423,Giangiacomo Magnani,it ITA,DF,28.0,11.8,2,0,0,8,11,0,2,17,15,0,0,0,38,29,18,61.7,Matches,Hellas-Verona,Serie-A
1424,Flavius Daniliuc,at AUT,DF,23.0,11.2,0,0,0,12,2,0,6,7,21,0,0,0,44,18,17,51.4,Matches,Hellas-Verona,Serie-A
1425,Dailon Livramento,cv CPV,"FW,MF",23.0,10.4,2,1,0,21,6,8,18,3,11,0,0,0,21,32,51,38.6,Matches,Hellas-Verona,Serie-A
1426,Grigoris Kastanos,cy CYP,"MF,FW",26.0,9.7,4,0,0,15,19,1,23,7,16,0,0,0,48,15,17,46.9,Matches,Hellas-Verona,Serie-A
1427,Cheikh Niasse,sn SEN,MF,24.0,8.4,4,0,0,11,14,0,2,17,15,0,0,0,26,19,21,47.5,Matches,Hellas-Verona,Serie-A
1428,Antoine Bernede,fr FRA,MF,25.0,6.6,2,0,0,16,4,0,13,5,8,0,0,0,38,6,8,42.9,Matches,Hellas-Verona,Serie-A
1429,Martin Frese,dk DEN,DF,26.0,6.1,0,0,0,9,9,0,10,8,11,0,0,0,14,10,10,50.0,Matches,Hellas-Verona,Serie-A
1430,Abdou Harroui,nl NED,"MF,FW",26.0,5.1,1,0,0,10,3,0,9,2,6,0,0,0,22,8,7,53.3,Matches,Hellas-Verona,Serie-A
1431,Daniel Bandeira,pt POR,MF,24.0,4.5,1,0,0,4,4,0,8,6,0,0,0,0,36,7,3,70.0,Matches,Hellas-Verona,Serie-A
1432,Davide Faraoni,it ITA,DF,32.0,2.9,1,0,0,7,1,2,12,2,9,0,0,0,9,1,9,10.0,Matches,Hellas-Verona,Serie-A
1433,Simone Perilli,it ITA,GK,29.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches,Hellas-Verona,Serie-A
1434,Daniel Oyegoke,eng ENG,DF,21.0,1.1,1,0,0,2,0,0,4,1,2,0,0,0,5,0,2,0.0,Matches,Hellas-Verona,Serie-A
1435,Mathis Lambourde,fr FRA,"FW,MF",18.0,1.0,1,0,0,4,1,0,1,0,1,0,0,0,3,2,4,33.3,Matches,Hellas-Verona,Serie-A
1436,Faride Alidou,de GER,"FW,MF",23.0,0.8,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,100.0,Matches,Hellas-Verona,Serie-A
1437,Junior Ajayi,ci CIV,FW,19.0,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,Matches,Hellas-Verona,Serie-A
1438,Alphadjo Cissè,it ITA,"FW,MF",17.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches,Hellas-Verona,Serie-A
1439,Yllan Okou,fr FRA,DF,21.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Hellas-Verona,Serie-A
1440,Yann Sommer,ch SUI,GK,35.0,33.0,0,0,0,0,1,0,0,0,0,0,0,0,46,4,0,100.0,Matches,Internazionale,Serie-A
1441,Lautaro Martínez,ar ARG,FW,26.0,28.5,1,0,0,41,42,22,13,10,16,0,0,0,73,35,38,47.9,Matches,Internazionale,Serie-A
1442,Alessandro Bastoni,it ITA,DF,25.0,26.7,6,1,1,44,39,1,64,22,24,0,0,0,96,44,24,64.7,Matches,Internazionale,Serie-A
1443,Henrikh Mkhitaryan,am ARM,MF,35.0,26.6,4,0,0,33,24,5,24,17,24,0,0,0,131,23,13,63.9,Matches,Internazionale,Serie-A
1444,Nicolò Barella,it ITA,MF,27.0,27.7,4,0,0,25,33,4,68,12,31,0,0,0,165,26,25,51.0,Matches,Internazionale,Serie-A
1445,Federico Dimarco,it ITA,"DF,FW",26.0,24.2,3,0,0,19,11,8,190,14,14,0,0,0,76,7,13,35.0,Matches,Internazionale,Serie-A
1446,Marcus Thuram,fr FRA,FW,26.0,25.4,1,0,0,30,36,13,13,3,10,2,0,0,71,45,34,57.0,Matches,Internazionale,Serie-A
1447,Hakan Çalhanoğlu,tr TUR,MF,30.0,21.6,5,0,0,22,13,0,122,18,23,0,1,0,110,16,18,47.1,Matches,Internazionale,Serie-A
1448,Denzel Dumfries,nl NED,"DF,FW",28.0,21.7,4,0,0,54,18,6,57,6,18,2,0,0,65,57,18,76.0,Matches,Internazionale,Serie-A
1449,Matteo Darmian,it ITA,DF,34.0,19.8,3,0,0,26,19,5,32,10,17,0,1,1,39,13,15,46.4,Matches,Internazionale,Serie-A
1450,Francesco Acerbi,it ITA,DF,36.0,19.0,0,0,0,11,18,2,10,26,19,0,0,0,62,61,30,67.0,Matches,Internazionale,Serie-A
1451,Stefan de Vrij,nl NED,DF,32.0,19.2,2,0,0,9,5,0,0,23,12,0,0,0,66,65,38,63.1,Matches,Internazionale,Serie-A
1452,Benjamin Pavard,fr FRA,DF,28.0,17.6,4,0,0,18,9,2,11,16,16,0,0,0,46,40,32,55.6,Matches,Internazionale,Serie-A
1453,Yann Aurel Bisseck,de GER,DF,23.0,18.3,4,0,0,16,9,1,8,17,12,0,2,0,66,47,15,75.8,Matches,Internazionale,Serie-A
1454,Carlos Augusto,br BRA,DF,25.0,18.8,1,0,0,10,12,3,20,9,14,0,0,0,70,57,35,62.0,Matches,Internazionale,Serie-A
1455,Kristjan Asllani,al ALB,MF,22.0,11.0,4,0,0,9,19,0,43,9,3,0,0,0,49,4,3,57.1,Matches,Internazionale,Serie-A
1456,Davide Frattesi,it ITA,MF,24.0,13.6,1,0,0,11,32,2,8,5,8,1,0,0,48,10,13,43.5,Matches,Internazionale,Serie-A
1457,Piotr Zieliński,pl POL,MF,30.0,10.9,0,0,0,9,16,0,28,6,10,0,0,0,58,9,3,75.0,Matches,Internazionale,Serie-A
1458,Mehdi Taremi,ir IRN,FW,32.0,9.1,1,0,0,9,13,6,1,0,1,1,0,0,29,19,24,44.2,Matches,Internazionale,Serie-A
1459,Joaquín Correa,ar ARG,"FW,MF",29.0,8.1,3,0,0,8,14,2,8,0,5,0,0,0,31,6,18,25.0,Matches,Internazionale,Serie-A
1460,Marko Arnautović,at AUT,FW,35.0,6.1,1,0,0,4,6,8,5,1,6,0,0,0,10,12,7,63.2,Matches,Internazionale,Serie-A
1461,Josep Martinez,es ESP,GK,26.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,100.0,Matches,Internazionale,Serie-A
1462,Nicola Zalewski,pl POL,"DF,MF",22.0,4.8,4,0,0,7,11,0,23,2,4,0,0,0,21,2,3,40.0,Matches,Internazionale,Serie-A
1463,Tajon Buchanan,ca CAN,"DF,FW",25.0,1.1,0,0,0,2,4,0,3,0,0,0,0,0,6,1,0,100.0,Matches,Internazionale,Serie-A
1464,Tomás Palacios,ar ARG,DF,21.0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,Matches,Internazionale,Serie-A
1465,Luka Topalović,si SVN,MF,18.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches,Internazionale,Serie-A
1466,Manuel Locatelli,it ITA,MF,26.0,31.4,9,0,0,46,22,1,24,23,49,0,1,0,141,35,22,61.4,Matches,Juventus,Serie-A
1467,Michele Di Gregorio,it ITA,GK,27.0,33.0,0,0,0,0,7,0,0,1,0,0,0,0,36,7,1,87.5,Matches,Juventus,Serie-A
1468,Kenan Yıldız,tr TUR,"FW,MF",19.0,26.7,2,1,0,25,48,4,115,5,30,0,0,0,123,8,26,23.5,Matches,Juventus,Serie-A
1469,Weston McKennie,us USA,"MF,DF",25.0,25.7,3,0,0,32,19,1,19,14,12,0,1,0,104,35,30,53.8,Matches,Juventus,Serie-A
1470,Khéphren Thuram,fr FRA,MF,23.0,25.8,5,0,0,36,22,0,13,14,21,0,0,0,110,28,29,49.1,Matches,Juventus,Serie-A
1471,Federico Gatti,it ITA,DF,26.0,24.4,2,0,0,20,19,1,1,18,23,1,0,0,110,37,26,58.7,Matches,Juventus,Serie-A
1472,Pierre Kalulu,fr FRA,DF,24.0,26.0,2,1,0,26,19,2,22,17,25,0,1,0,95,27,47,36.5,Matches,Juventus,Serie-A
1473,Andrea Cambiaso,it ITA,"DF,FW",24.0,24.7,4,0,0,28,23,6,66,16,30,0,0,0,116,6,11,35.3,Matches,Juventus,Serie-A
1474,Teun Koopmeiners,nl NED,"MF,FW",26.0,22.2,3,0,0,32,9,3,113,8,16,0,0,0,51,22,22,50.0,Matches,Juventus,Serie-A
1475,Nicolás González,ar ARG,"FW,MF",26.0,19.4,3,0,0,30,40,6,15,9,13,0,0,0,69,59,47,55.7,Matches,Juventus,Serie-A
1476,Dušan Vlahović,rs SRB,FW,24.0,19.8,3,0,0,27,18,12,9,1,2,0,0,0,36,39,42,48.1,Matches,Juventus,Serie-A
1477,Nicolò Savona,it ITA,DF,21.0,19.2,5,0,0,13,9,1,34,11,13,0,0,0,72,9,18,33.3,Matches,Juventus,Serie-A
1478,Timothy Weah,us USA,"DF,FW",24.0,18.2,4,0,0,20,14,3,44,14,19,0,0,0,60,19,24,44.2,Matches,Juventus,Serie-A
1479,Randal Kolo Muani,fr FRA,FW,25.0,12.9,0,0,0,27,20,6,8,4,7,0,0,0,33,10,27,27.0,Matches,Juventus,Serie-A
1480,Francisco Conceição,pt POR,"FW,MF",21.0,14.9,5,1,1,24,36,4,62,6,14,1,0,0,55,2,9,18.2,Matches,Juventus,Serie-A
1481,Renato Veiga,pt POR,DF,21.0,12.1,2,0,0,9,2,1,0,19,12,0,0,0,38,27,11,71.1,Matches,Juventus,Serie-A
1482,Lloyd Kelly,eng ENG,DF,25.0,11.3,1,0,0,14,4,0,14,2,11,0,0,0,55,36,25,59.0,Matches,Juventus,Serie-A
1483,Samuel Mbangula,be BEL,FW,20.0,7.9,1,0,0,6,14,0,17,3,10,1,0,0,33,2,7,22.2,Matches,Juventus,Serie-A
1484,Danilo,br BRA,DF,33.0,6.5,2,0,0,11,1,0,3,9,4,0,1,0,24,16,7,69.6,Matches,Juventus,Serie-A
1485,Gleison Bremer,br BRA,DF,27.0,6.0,2,0,0,9,5,0,0,6,7,0,0,0,23,11,7,61.1,Matches,Juventus,Serie-A
1486,Juan David Cabal,co COL,DF,23.0,5.1,0,0,0,7,10,1,7,2,4,0,0,0,20,8,3,72.7,Matches,Juventus,Serie-A
1487,Nicolò Fagioli,it ITA,MF,23.0,6.3,4,0,0,11,5,0,13,2,10,0,0,0,33,2,2,50.0,Matches,Juventus,Serie-A
1488,Mattia Perin,it ITA,GK,31.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0,Matches,Juventus,Serie-A
1489,Douglas Luiz,br BRA,MF,26.0,5.9,2,0,0,14,7,0,26,4,8,0,1,0,31,5,4,55.6,Matches,Juventus,Serie-A
1490,Alberto costa,pt POR,DF,20.0,4.0,3,0,0,8,2,0,2,4,10,0,0,0,23,5,3,62.5,Matches,Juventus,Serie-A
1491,Jonas Rouhi,se SWE,DF,20.0,2.3,0,0,0,4,2,0,3,3,1,0,0,0,15,0,4,0.0,Matches,Juventus,Serie-A
1492,Vasilije Adžić,me MNE,"MF,FW",18.0,0.5,0,0,0,1,1,0,0,0,2,0,0,0,3,2,3,40.0,Matches,Juventus,Serie-A
1493,Diego Pugno,it ITA,FW,18.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches,Juventus,Serie-A
1494,Lorenzo Anghelè,it ITA,FW,19.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,Matches,Juventus,Serie-A
1495,Mattéo Guendouzi,fr FRA,MF,25.0,36.3,7,0,0,28,35,1,21,32,21,0,1,0,173,18,22,45.0,Matches,Lazio,Serie-A
1496,Mattia Zaccagni,it ITA,FW,29.0,29.8,10,0,0,35,98,9,156,29,27,0,0,0,86,19,21,47.5,Matches,Lazio,Serie-A
1497,Mario Gila,es ESP,DF,23.0,30.5,8,0,0,32,30,0,6,28,37,0,0,1,153,66,62,51.6,Matches,Lazio,Serie-A
1498,Nicolò Rovella,it ITA,MF,22.0,30.2,13,0,0,43,33,2,37,47,50,0,0,0,154,11,19,36.7,Matches,Lazio,Serie-A
1499,Alessio Romagnoli,it ITA,DF,29.0,29.7,4,2,0,29,14,2,0,26,29,0,0,0,96,84,47,64.1,Matches,Lazio,Serie-A
1500,Ivan Provedel,it ITA,GK,30.0,29.0,0,0,0,0,5,0,0,1,0,0,0,0,44,7,1,87.5,Matches,Lazio,Serie-A
1501,Gustav Isaksen,dk DEN,FW,23.0,24.6,5,0,0,23,46,3,110,10,9,1,0,0,68,13,24,35.1,Matches,Lazio,Serie-A
1502,Valentín Castellanos,ar ARG,FW,25.0,26.5,9,1,0,38,42,17,25,6,6,1,0,0,51,68,60,53.1,Matches,Lazio,Serie-A
1503,Boulaye Dia,sn SEN,"MF,FW",27.0,24.2,2,0,0,23,24,4,2,6,10,1,0,0,55,21,56,27.3,Matches,Lazio,Serie-A
1504,Adam Marušić,me MNE,DF,31.0,26.0,1,0,0,20,14,2,54,16,20,0,0,1,83,29,26,52.7,Matches,Lazio,Serie-A
1505,Nuno Tavares,pt POR,DF,24.0,18.7,4,1,1,18,30,1,126,21,21,0,1,0,104,11,11,50.0,Matches,Lazio,Serie-A
1506,Manuel Lazzari,it ITA,DF,30.0,15.6,3,0,0,12,29,1,97,10,16,0,1,0,50,5,13,27.8,Matches,Lazio,Serie-A
1507,Fisayo Dele-Bashiru,ng NGA,"MF,FW",23.0,10.5,0,0,0,8,4,0,7,4,6,0,0,0,48,3,13,18.8,Matches,Lazio,Serie-A
1508,Luca Pellegrini,it ITA,DF,25.0,11.9,5,0,0,18,11,0,89,19,11,1,0,0,41,8,7,53.3,Matches,Lazio,Serie-A
1509,Christos Mandas,gr GRE,GK,22.0,9.0,0,0,0,0,3,0,0,0,0,0,0,0,18,6,1,85.7,Matches,Lazio,Serie-A
1510,Tijjani Noslin,nl NED,"FW,MF",25.0,9.6,2,0,0,21,15,1,15,1,5,0,0,0,22,27,29,48.2,Matches,Lazio,Serie-A
1511,Matías Vecino,uy URU,MF,32.0,9.7,7,0,0,20,3,0,2,5,7,0,0,0,29,30,28,51.7,Matches,Lazio,Serie-A
1512,Samuel Gigot,fr FRA,DF,30.0,7.6,2,0,0,8,9,1,0,13,3,0,1,0,15,18,5,78.3,Matches,Lazio,Serie-A
1513,Pedro,es ESP,"FW,MF",37.0,12.2,2,0,0,17,24,1,65,3,14,0,0,0,59,1,6,14.3,Matches,Lazio,Serie-A
1514,Loum Tchaouna,fr FRA,"FW,MF",20.0,7.3,4,1,1,10,7,0,32,4,4,0,0,0,18,5,26,16.1,Matches,Lazio,Serie-A
1515,Patric,es ESP,DF,31.0,6.7,2,0,0,5,5,0,2,3,6,0,0,0,29,7,6,53.8,Matches,Lazio,Serie-A
1516,Elseid Hysaj,al ALB,DF,30.0,4.7,2,1,1,5,1,0,18,5,6,0,0,0,20,8,6,57.1,Matches,Lazio,Serie-A
1517,Nicolò Casale,it ITA,DF,26.0,1.5,0,0,0,2,0,0,0,1,3,0,0,0,1,6,0,100.0,Matches,Lazio,Serie-A
1518,Reda Belahyane,ma MAR,MF,20.0,2.2,0,1,0,4,1,0,0,1,6,0,0,0,13,2,0,100.0,Matches,Lazio,Serie-A
1519,Gaetano Castrovilli,it ITA,"MF,FW",27.0,1.6,0,0,0,4,1,0,0,3,2,0,0,0,8,0,0,,Matches,Lazio,Serie-A
1520,Oliver Nielsen,dk DEN,DF,21.0,0.4,1,0,0,2,0,1,0,1,0,0,0,0,1,0,2,0.0,Matches,Lazio,Serie-A
1521,Arijon Ibrahimović,de GER,MF,18.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Lazio,Serie-A
1522,Federico Baschirotto,it ITA,DF,27.0,38.0,3,0,0,31,7,0,5,23,25,0,3,0,93,104,55,65.4,Matches,Lecce,Serie-A
1523,Wladimiro Falcone,it ITA,GK,29.0,38.0,2,0,0,1,10,0,0,0,0,0,1,0,32,13,0,100.0,Matches,Lecce,Serie-A
1524,Nikola Krstović,me MNE,FW,24.0,34.0,6,0,0,57,55,20,8,7,9,0,0,0,72,91,128,41.6,Matches,Lecce,Serie-A
1525,Antonino Gallo,it ITA,DF,24.0,29.0,3,1,0,12,16,3,116,20,42,0,0,2,116,26,37,41.3,Matches,Lecce,Serie-A
1526,Frederic Guilbert,fr FRA,DF,29.0,27.1,3,2,0,33,24,1,54,47,36,0,1,0,84,40,29,58.0,Matches,Lecce,Serie-A
1527,Lassana Coulibaly,ml MLI,MF,28.0,29.6,3,0,0,39,44,0,13,18,29,1,1,0,146,31,41,43.1,Matches,Lecce,Serie-A
1528,Kialonda,ao ANG,DF,26.0,23.8,3,0,0,9,20,0,3,32,12,0,1,0,58,90,44,67.2,Matches,Lecce,Serie-A
1529,Tete Morente,es ESP,"FW,MF",27.0,22.5,5,0,0,26,24,0,56,14,17,0,0,0,104,37,23,61.7,Matches,Lecce,Serie-A
1530,Santiago Pierotti,ar ARG,FW,23.0,21.5,6,1,1,55,13,12,17,14,24,0,0,0,111,49,61,44.5,Matches,Lecce,Serie-A
1531,Patrick Dorgu,dk DEN,"DF,FW",19.0,20.4,2,1,0,24,55,4,40,18,27,1,0,1,99,31,21,59.6,Matches,Lecce,Serie-A
1532,Ylber Ramadani,al ALB,MF,28.0,20.1,4,0,0,18,11,0,6,24,28,0,0,0,117,15,25,37.5,Matches,Lecce,Serie-A
1533,Balthazar Pierret,fr FRA,MF,24.0,19.1,2,0,0,34,20,0,9,19,31,0,1,0,93,27,33,45.0,Matches,Lecce,Serie-A
1534,Gaby Jean,fr FRA,DF,24.0,15.4,0,0,0,15,13,0,1,9,7,0,1,0,55,41,24,63.1,Matches,Lecce,Serie-A
1535,Hamza Rafia,tn TUN,MF,25.0,11.8,4,0,0,26,25,0,45,4,27,0,0,0,62,5,13,27.8,Matches,Lecce,Serie-A
1536,Þórir Jóhann Helgason,is ISL,MF,23.0,12.8,0,0,0,10,10,2,71,6,7,0,0,0,46,17,17,50.0,Matches,Lecce,Serie-A
1537,Ante Rebić,hr CRO,"FW,MF",30.0,8.8,3,2,0,19,14,7,32,2,9,0,0,0,33,27,37,42.2,Matches,Lecce,Serie-A
1538,Medon Berisha,al ALB,MF,20.0,8.0,5,0,0,16,11,0,29,11,8,0,0,0,36,7,7,50.0,Matches,Lecce,Serie-A
1539,Lameck Banda,zm ZAM,"FW,MF",23.0,6.8,1,0,0,10,20,2,26,2,5,0,0,0,30,2,13,13.3,Matches,Lecce,Serie-A
1540,Jesper Karlsson,se SWE,FW,26.0,5.5,2,0,0,4,0,0,28,0,2,0,1,0,12,1,6,14.3,Matches,Lecce,Serie-A
1541,Remi Oudin,fr FRA,"MF,FW",27.0,3.3,1,0,0,2,1,0,23,2,1,0,0,0,18,1,1,50.0,Matches,Lecce,Serie-A
1542,Mohamed Kaba,fr FRA,MF,22.0,5.0,1,0,0,6,10,0,1,4,8,0,0,0,19,8,12,40.0,Matches,Lecce,Serie-A
1543,Danilo Veiga,pt POR,DF,21.0,4.2,0,0,0,6,11,0,17,4,6,0,0,0,19,5,11,31.3,Matches,Lecce,Serie-A
1544,Konan N'dri,ci CIV,"FW,MF",23.0,3.4,0,0,0,7,6,0,13,1,3,0,0,0,7,1,3,25.0,Matches,Lecce,Serie-A
1545,Valentin Gendrey,fr FRA,DF,24.0,2.0,0,0,0,1,2,0,3,2,2,0,0,0,3,1,3,25.0,Matches,Lecce,Serie-A
1546,Andy Pelmard,mg MAD,DF,24.0,1.4,1,0,0,2,0,0,0,0,6,0,0,0,4,0,1,0.0,Matches,Lecce,Serie-A
1547,Tiago Gabriel,pt POR,DF,19.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,83.3,Matches,Lecce,Serie-A
1548,Marco Sala,it ITA,DF,25.0,0.8,0,0,0,1,1,0,8,0,0,0,0,0,1,0,2,0.0,Matches,Lecce,Serie-A
1549,Kevin Bonifazi,it ITA,DF,28.0,0.7,0,0,0,0,0,0,0,2,1,0,0,0,7,1,1,50.0,Matches,Lecce,Serie-A
1550,Nicola Sansone,it ITA,"MF,FW",32.0,0.7,1,0,0,0,1,1,4,0,0,0,0,0,1,0,1,0.0,Matches,Lecce,Serie-A
1551,Rareș-Cătălin Burnete,ro ROU,FW,20.0,0.3,0,0,0,2,2,0,0,0,0,0,0,0,3,0,1,0.0,Matches,Lecce,Serie-A
1552,Filip Marchwiński,pl POL,MF,22.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches,Lecce,Serie-A
1553,Mike Maignan,fr FRA,GK,29.0,36.6,1,0,0,1,7,0,0,0,0,0,1,0,67,4,0,100.0,Matches,Milan,Serie-A
1554,Tijjani Reijnders,nl NED,MF,26.0,34.8,2,1,0,28,22,2,46,38,13,1,0,0,125,5,15,25.0,Matches,Milan,Serie-A
1555,Theo Hernández,fr FRA,DF,26.0,30.0,4,1,0,17,43,3,111,17,28,1,1,0,129,37,16,69.8,Matches,Milan,Serie-A
1556,Youssouf Fofana,fr FRA,MF,25.0,27.8,5,0,0,28,17,0,10,19,34,0,0,0,151,11,21,34.4,Matches,Milan,Serie-A
1557,Christian Pulisic,us USA,"FW,MF",25.0,27.5,1,0,0,20,37,3,119,5,29,1,0,0,94,11,42,20.8,Matches,Milan,Serie-A
1558,Rafael Leão,pt POR,FW,25.0,25.8,5,0,0,19,52,7,55,6,10,1,0,0,66,26,20,56.5,Matches,Milan,Serie-A
1559,Matteo Gabbia,it ITA,DF,24.0,23.9,4,0,0,20,6,1,2,15,15,1,0,0,69,47,36,56.6,Matches,Milan,Serie-A
1560,Strahinja Pavlović,rs SRB,DF,23.0,20.7,3,1,0,20,18,2,10,16,31,1,0,0,67,45,21,68.2,Matches,Milan,Serie-A
1561,Malick Thiaw,de GER,DF,22.0,20.1,2,0,0,24,6,1,3,15,17,0,0,3,65,49,27,64.5,Matches,Milan,Serie-A
1562,Fikayo Tomori,eng ENG,DF,26.0,17.7,4,1,1,10,8,0,6,20,25,0,0,0,60,28,30,48.3,Matches,Milan,Serie-A
1563,Yunus Musah,us USA,"MF,FW",21.0,17.5,5,0,0,36,17,1,24,7,19,0,0,0,60,8,14,36.4,Matches,Milan,Serie-A
1564,Emerson,br BRA,DF,25.0,15.3,5,0,0,34,32,0,45,14,28,0,0,0,59,24,14,63.2,Matches,Milan,Serie-A
1565,Álex Jiménez,es ESP,"DF,FW",19.0,14.1,6,0,0,12,18,5,37,15,13,0,0,0,69,9,13,40.9,Matches,Milan,Serie-A
1566,Álvaro Morata,es ESP,"FW,MF",31.0,12.2,5,0,0,25,18,11,13,5,10,0,0,0,31,14,20,41.2,Matches,Milan,Serie-A
1567,Tammy Abraham,eng ENG,FW,26.0,13.1,1,0,0,23,12,7,3,2,11,1,0,0,12,36,33,52.2,Matches,Milan,Serie-A
1568,Ruben Loftus-Cheek,eng ENG,MF,28.0,11.5,3,0,0,23,27,0,7,3,8,0,0,0,48,18,11,62.1,Matches,Milan,Serie-A
1569,Samuel Chukwueze,ng NGA,"FW,MF",25.0,10.3,0,0,0,3,10,3,50,2,11,0,0,0,38,6,10,37.5,Matches,Milan,Serie-A
1570,João Félix,pt POR,MF,24.0,8.4,3,0,0,12,30,2,5,1,6,0,0,0,30,7,7,50.0,Matches,Milan,Serie-A
1571,Santiago Giménez,mx MEX,FW,23.0,7.4,3,1,0,11,4,7,2,1,3,0,0,0,14,7,11,38.9,Matches,Milan,Serie-A
1572,Kyle Walker,eng ENG,DF,34.0,7.3,1,0,0,7,4,0,11,9,9,0,0,0,37,6,3,66.7,Matches,Milan,Serie-A
1573,Luka Jović,rs SRB,"FW,MF",26.0,6.2,1,0,0,4,7,0,2,1,0,0,0,0,9,9,9,50.0,Matches,Milan,Serie-A
