,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,Squad,League
391,Tyler Fredricson,eng ENG,DF,20-072,1.8,0,0,0,0,2,0,0,1,3,0,0,0,12,7,5,58.3,Matches,Manchester-United,Premier-League
392,Tyrell Malacia,nl NED,DF,25-262,1.1,1,0,0,3,2,0,1,1,1,0,0,0,3,0,0,,Matches,Manchester-United,Premier-League
393,Chidozie Obi-Martin,dk DEN,FW,17-158,1.7,1,0,0,3,1,0,0,0,1,0,0,0,9,1,4,20.0,Matches,Manchester-United,Premier-League
394,Ayden Heaven,eng ENG,DF,18-226,1.1,0,0,0,2,3,0,0,1,3,0,0,0,4,1,2,33.3,Matches,Manchester-United,Premier-League
395,Toby Collyer,eng ENG,MF,21-123,2.0,0,0,0,2,4,0,0,2,9,0,0,0,17,3,1,75.0,Matches,Manchester-United,Premier-League
396,Antony,br BRA,"DF,MF",25-071,1.6,0,0,0,2,5,0,5,2,3,0,0,0,11,0,1,0.0,Matches,Manchester-United,Premier-League
397,Scott McTominay,sct SCO,MF,28-149,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches,Manchester-United,Premier-League
398,Bruno Guimarães,br BRA,MF,27-171,33.4,6,0,0,57,100,2,25,27,43,0,0,0,167,18,17,51.4,Matches,Newcastle-United,Premier-League
399,Dan Burn,eng ENG,DF,32-362,34.0,10,0,0,30,11,5,3,25,19,0,0,2,95,134,65,67.3,Matches,Newcastle-United,Premier-League
400,Alexander Isak,se SWE,FW,25-227,28.6,1,0,0,25,13,20,15,3,5,1,0,0,55,26,52,33.3,Matches,Newcastle-United,Premier-League
401,Fabian Schär,ch SUI,DF,33-137,29.6,7,1,0,32,12,4,10,41,21,0,0,0,125,46,61,43.0,Matches,Newcastle-United,Premier-League
402,Valentino Livramento,eng ENG,DF,22-175,28.6,1,0,0,6,34,2,45,21,34,0,0,0,173,23,31,42.6,Matches,Newcastle-United,Premier-League
403,Joelinton,br BRA,"MF,FW",28-265,26.6,10,0,0,58,35,7,16,23,35,0,0,0,149,59,46,56.2,Matches,Newcastle-United,Premier-League
404,Jacob Murphy,eng ENG,FW,30-071,23.8,3,0,0,11,14,3,110,11,15,1,0,0,92,4,15,21.1,Matches,Newcastle-United,Premier-League
405,Sandro Tonali,it ITA,MF,24-363,26.2,5,0,0,36,44,2,31,33,30,1,0,0,163,12,11,52.2,Matches,Newcastle-United,Premier-League
406,Nick Pope,eng ENG,GK,33-017,25.0,2,0,0,2,5,0,0,1,0,0,2,0,21,11,1,91.7,Matches,Newcastle-United,Premier-League
407,Anthony Gordon,eng ENG,FW,24-071,24.8,2,0,0,19,65,8,122,6,17,1,0,0,92,6,7,46.2,Matches,Newcastle-United,Premier-League
408,Lewis Hall,eng ENG,DF,20-240,24.3,3,0,0,9,21,1,110,18,41,0,0,0,119,30,31,49.2,Matches,Newcastle-United,Premier-League
409,Harvey Barnes,eng ENG,FW,27-148,16.7,0,0,0,11,20,5,41,6,9,0,0,0,49,5,14,26.3,Matches,Newcastle-United,Premier-League
410,Kieran Trippier,eng ENG,DF,34-229,14.2,1,0,0,16,11,2,79,12,20,0,0,0,65,21,15,58.3,Matches,Newcastle-United,Premier-League
411,Joe Willock,eng ENG,"MF,FW",25-259,11.4,3,0,0,22,13,3,16,6,16,0,0,0,40,5,14,26.3,Matches,Newcastle-United,Premier-League
412,Martin Dúbravka,sk SVK,GK,36-111,10.0,0,0,0,0,1,0,0,0,0,0,0,0,18,4,0,100.0,Matches,Newcastle-United,Premier-League
413,Sean Longstaff,eng ENG,MF,27-188,8.9,2,0,0,9,6,0,5,7,16,0,0,0,31,7,7,50.0,Matches,Newcastle-United,Premier-League
414,Lloyd Kelly,eng ENG,DF,26-212,3.4,2,0,0,5,5,1,1,1,4,0,0,0,19,6,2,75.0,Matches,Newcastle-United,Premier-League
415,Sven Botman,nl NED,DF,25-114,2.6,1,0,0,4,2,0,0,4,4,0,0,0,8,11,6,64.7,Matches,Newcastle-United,Premier-League
416,Emil Krafth,se SWE,DF,30-277,3.2,0,0,0,3,1,0,1,2,2,0,0,0,17,5,7,41.7,Matches,Newcastle-United,Premier-League
417,Callum Wilson,eng ENG,FW,33-068,3.2,1,0,0,3,1,3,2,1,2,0,0,0,10,2,14,12.5,Matches,Newcastle-United,Premier-League
418,Lewis Miley,eng ENG,MF,19-005,2.8,0,0,0,3,1,0,0,2,9,0,0,0,16,5,5,50.0,Matches,Newcastle-United,Premier-League
419,Miguel Almirón,py PAR,FW,31-085,1.7,0,0,0,1,3,2,0,0,2,0,0,0,4,0,2,0.0,Matches,Newcastle-United,Premier-League
420,William Osula,dk DEN,FW,21-275,1.2,0,0,0,2,1,1,1,4,0,0,0,0,2,4,1,80.0,Matches,Newcastle-United,Premier-League
421,Matt Targett,eng ENG,DF,29-230,0.2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,,Matches,Newcastle-United,Premier-League
422,Matz Sels,be BEL,GK,33-069,35.0,4,0,0,1,10,0,0,0,1,0,1,0,11,14,2,87.5,Matches,Nottingham-Forest,Premier-League
423,Nikola Milenković,rs SRB,DF,27-206,34.0,4,0,0,18,4,1,0,25,26,0,0,0,75,96,37,72.2,Matches,Nottingham-Forest,Premier-League
424,Murillo,br BRA,DF,22-306,33.4,5,0,0,25,4,0,12,31,37,0,1,0,134,43,21,67.2,Matches,Nottingham-Forest,Premier-League
425,Ola Aina,ng NGA,DF,28-210,30.4,3,0,0,21,34,2,47,31,41,0,1,0,173,13,18,41.9,Matches,Nottingham-Forest,Premier-League
426,Chris Wood,nz NZL,FW,33-150,29.9,1,0,0,24,21,26,1,5,4,0,0,0,44,88,128,40.7,Matches,Nottingham-Forest,Premier-League
427,Morgan Gibbs-White,eng ENG,MF,25-099,28.2,11,1,1,34,37,7,39,19,19,1,0,0,118,39,48,44.8,Matches,Nottingham-Forest,Premier-League
428,Elliot Anderson,eng ENG,MF,22-181,27.4,7,0,0,42,55,4,78,31,52,0,0,0,196,47,23,67.1,Matches,Nottingham-Forest,Premier-League
429,Anthony Elanga,se SWE,"FW,MF",23-009,24.8,1,0,0,8,36,15,156,6,13,0,0,0,84,24,34,41.4,Matches,Nottingham-Forest,Premier-League
430,Neco Williams,wls WAL,DF,24-023,25.8,7,0,0,23,39,1,47,25,45,0,0,0,96,36,30,54.5,Matches,Nottingham-Forest,Premier-League
431,Callum Hudson-Odoi,eng ENG,"FW,MF",24-180,23.9,2,0,0,12,22,8,75,13,14,1,0,0,91,3,10,23.1,Matches,Nottingham-Forest,Premier-League
432,Nicolás Domínguez,ar ARG,"MF,FW",26-312,19.3,9,0,0,31,16,1,5,27,40,0,0,0,102,21,20,51.2,Matches,Nottingham-Forest,Premier-League
433,Ryan Yates,eng ENG,MF,27-166,20.8,10,0,0,52,49,6,5,26,21,0,0,0,95,44,30,59.5,Matches,Nottingham-Forest,Premier-League
434,Álex Moreno,es ESP,"DF,MF",31-332,10.6,2,0,0,12,6,0,19,15,18,0,0,0,50,3,11,21.4,Matches,Nottingham-Forest,Premier-League
435,Jota Silva,pt POR,"FW,MF",25-278,9.4,5,0,0,24,23,8,21,12,13,1,0,0,42,21,27,43.8,Matches,Nottingham-Forest,Premier-League
436,Morato,br BRA,DF,23-310,9.0,3,0,0,10,2,0,0,10,13,0,0,0,31,5,13,27.8,Matches,Nottingham-Forest,Premier-League
437,James Ward-Prowse,eng ENG,MF,30-186,4.4,2,1,1,7,2,0,19,5,1,0,0,0,19,3,5,37.5,Matches,Nottingham-Forest,Premier-League
438,Danilo,br BRA,"MF,FW",24-007,3.0,0,0,0,1,0,0,3,3,3,0,0,0,18,1,1,50.0,Matches,Nottingham-Forest,Premier-League
439,Ibrahim Sangaré,ci CIV,MF,27-155,4.1,3,0,0,12,5,0,0,3,11,0,0,0,29,6,9,40.0,Matches,Nottingham-Forest,Premier-League
440,Taiwo Awoniyi,ng NGA,FW,27-267,4.5,0,0,0,8,10,1,2,0,3,0,0,0,18,13,38,25.5,Matches,Nottingham-Forest,Premier-League
441,Ramón Sosa,py PAR,"FW,MF",25-248,3.3,1,0,0,6,8,3,8,4,3,0,0,0,25,4,7,36.4,Matches,Nottingham-Forest,Premier-League
442,Willy Boly,ci CIV,DF,34-092,1.7,1,0,0,1,0,0,0,3,1,0,0,0,5,6,2,75.0,Matches,Nottingham-Forest,Premier-League
443,Harry Toffolo,eng ENG,DF,29-260,1.5,1,0,0,1,0,0,4,2,3,0,0,0,2,1,0,100.0,Matches,Nottingham-Forest,Premier-League
444,Eric da Silva Moreira,de GER,"MF,DF",19-003,0.3,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,,Matches,Nottingham-Forest,Premier-League
445,Kyle Walker-Peters,eng ENG,DF,28-023,32.4,5,0,0,28,52,2,51,19,29,0,0,0,135,11,21,34.4,Matches,Southampton,Premier-League
446,Mateus Fernandes,pt POR,MF,20-300,29.3,8,0,0,42,53,4,104,21,46,0,0,0,165,13,9,59.1,Matches,Southampton,Premier-League
447,Taylor Harwood-Bellis,eng ENG,DF,23-096,29.5,9,0,0,34,14,0,10,30,19,0,0,0,120,56,42,57.1,Matches,Southampton,Premier-League
448,Jan Bednarek,pl POL,DF,29-024,27.1,7,0,0,31,12,0,1,54,18,0,1,0,106,68,36,65.4,Matches,Southampton,Premier-League
449,Aaron Ramsdale,eng ENG,GK,26-357,27.0,2,0,0,1,4,0,0,2,0,0,0,0,20,5,0,100.0,Matches,Southampton,Premier-League
450,Flynn Downes,eng ENG,MF,26-106,20.9,10,0,0,46,35,0,3,30,24,0,0,0,75,14,13,51.9,Matches,Southampton,Premier-League
451,Joe Aribo,ng NGA,"MF,DF",28-289,21.2,1,0,0,20,28,1,10,20,30,0,1,0,110,25,21,54.3,Matches,Southampton,Premier-League
452,Tyler Dibling,eng ENG,"FW,MF",19-055,19.4,6,0,0,28,49,2,28,8,20,2,0,0,75,10,21,32.3,Matches,Southampton,Premier-League
453,Ryan Manning,ie IRL,"DF,MF",28-326,16.2,2,0,0,19,32,0,84,17,17,0,0,0,65,15,5,75.0,Matches,Southampton,Premier-League
454,Lesley Ugochukwu,fr FRA,MF,21-041,16.9,6,0,0,28,14,0,6,14,24,0,1,0,62,20,17,54.1,Matches,Southampton,Premier-League
455,Yukinari Sugawara,jp JPN,"DF,MF",24-312,16.3,4,0,0,15,9,4,69,10,16,0,2,0,40,5,9,35.7,Matches,Southampton,Premier-League
456,Adam Armstrong,eng ENG,"FW,MF",28-085,13.9,4,0,0,12,5,9,14,3,3,0,0,0,23,5,9,35.7,Matches,Southampton,Premier-League
457,Jack Stephens,eng ENG,DF,31-099,13.4,2,2,0,12,4,1,1,11,19,0,1,0,41,6,8,42.9,Matches,Southampton,Premier-League
458,Kamaldeen Sulemana,gh GHA,"FW,MF",23-080,13.1,2,0,0,19,10,2,25,6,14,0,0,0,52,9,21,30.0,Matches,Southampton,Premier-League
459,Cameron Archer,eng ENG,FW,23-289,15.3,0,0,0,16,12,7,3,2,7,0,0,0,34,8,28,22.2,Matches,Southampton,Premier-League
460,Paul Onuachu,ng NGA,FW,30-343,11.4,4,0,0,28,16,9,0,1,2,0,0,0,17,90,56,61.6,Matches,Southampton,Premier-League
461,James Bree,eng ENG,DF,27-207,9.9,0,0,0,2,4,0,24,8,10,0,0,0,56,12,5,70.6,Matches,Southampton,Premier-League
462,Nathan Wood-Gordon,eng ENG,DF,22-340,6.9,2,0,0,8,4,0,3,4,7,0,0,0,20,11,7,61.1,Matches,Southampton,Premier-League
463,William Smallbone,ie IRL,MF,25-074,7.2,1,0,0,11,3,0,34,2,11,0,1,0,23,4,2,66.7,Matches,Southampton,Premier-League
464,Alex McCarthy,eng ENG,GK,35-154,5.0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0,Matches,Southampton,Premier-League
465,Adam Lallana,eng ENG,MF,36-361,4.0,4,0,0,8,8,0,4,5,5,0,0,0,19,2,2,50.0,Matches,Southampton,Premier-League
466,Ben Brereton,cl CHI,FW,26-018,5.0,1,0,0,4,8,1,5,0,2,0,0,0,16,9,7,56.3,Matches,Southampton,Premier-League
467,Ryan Fraser,sct SCO,"FW,DF",31-071,3.4,0,1,0,1,4,1,12,1,2,0,1,0,10,2,3,40.0,Matches,Southampton,Premier-League
468,Ross Stewart,sct SCO,FW,28-299,3.2,1,0,0,7,5,1,0,0,2,0,0,0,2,8,15,34.8,Matches,Southampton,Premier-League
469,Joe Lumley,eng ENG,GK,30-080,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,66.7,Matches,Southampton,Premier-League
470,Welington,br BRA,"DF,MF",24-076,2.4,1,0,0,3,5,0,10,3,5,0,1,0,10,0,2,0.0,Matches,Southampton,Premier-League
471,Armel Bella Kotchap,de GER,DF,23-146,3.7,0,0,0,3,2,0,0,5,5,0,0,0,19,6,5,54.5,Matches,Southampton,Premier-League
472,Charlie Taylor,eng ENG,DF,31-230,3.0,1,0,0,2,2,0,9,3,5,0,0,0,7,4,2,66.7,Matches,Southampton,Premier-League
473,Albert Grønbaek,dk DEN,"FW,MF",23-348,1.6,0,0,0,0,1,0,1,0,1,0,0,0,6,2,0,100.0,Matches,Southampton,Premier-League
474,Maxwel Cornet,ci CIV,FW,28-221,0.8,1,0,0,0,1,1,3,0,5,0,0,0,2,3,0,100.0,Matches,Southampton,Premier-League
475,Samuel Edozie,eng ENG,"DF,FW",22-098,0.7,1,0,0,2,1,0,4,0,1,0,0,0,1,0,0,,Matches,Southampton,Premier-League
476,Jay Robinson,eng ENG,"MF,FW",18-052,0.4,0,0,0,1,1,0,0,0,1,0,0,0,5,0,1,0.0,Matches,Southampton,Premier-League
477,Samuel Amo-Ameyaw,eng ENG,"FW,DF",18-292,0.3,1,0,0,1,2,0,2,0,0,0,0,0,1,0,1,0.0,Matches,Southampton,Premier-League
478,Ronnie Edwards,eng ENG,DF,22-039,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Southampton,Premier-League
479,Carlos Alcaraz,ar ARG,MF,22-157,0.1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,100.0,Matches,Southampton,Premier-League
480,Pedro Porro,es ESP,DF,25-235,27.4,4,0,0,24,30,1,191,34,46,0,0,0,148,11,22,33.3,Matches,Tottenham-Hotspur,Premier-League
481,Dejan Kulusevski,se SWE,"MF,FW",25-011,26.3,3,0,0,47,38,5,89,13,23,0,0,0,119,10,15,40.0,Matches,Tottenham-Hotspur,Premier-League
482,Dominic Solanke,eng ENG,FW,27-234,23.5,0,0,0,36,36,5,4,0,11,0,0,1,37,44,59,42.7,Matches,Tottenham-Hotspur,Premier-League
483,Brennan Johnson,wls WAL,FW,23-348,23.1,5,0,0,26,25,12,52,4,26,2,0,0,60,7,20,25.9,Matches,Tottenham-Hotspur,Premier-League
484,Guglielmo Vicario,it ITA,GK,28-211,23.0,1,0,0,0,2,0,0,1,0,0,0,0,32,9,0,100.0,Matches,Tottenham-Hotspur,Premier-League
485,Son Heung-min,kr KOR,FW,32-302,22.3,1,0,0,5,28,11,75,5,9,1,0,0,81,6,11,35.3,Matches,Tottenham-Hotspur,Premier-League
486,Destiny Udogie,it ITA,DF,22-159,20.4,2,0,0,29,38,2,19,21,47,0,0,1,109,13,13,50.0,Matches,Tottenham-Hotspur,Premier-League
487,James Maddison,eng ENG,MF,28-164,20.1,6,0,0,32,64,4,98,12,19,0,0,0,76,5,7,41.7,Matches,Tottenham-Hotspur,Premier-League
488,Pape Matar Sarr,sn SEN,MF,22-234,19.2,6,0,0,31,34,2,14,26,32,0,1,0,108,28,40,41.2,Matches,Tottenham-Hotspur,Premier-League
489,Rodrigo Bentancur,uy URU,MF,27-315,16.9,7,0,0,31,10,1,4,36,20,0,0,0,111,35,27,56.5,Matches,Tottenham-Hotspur,Premier-League
490,Cristian Romero,ar ARG,DF,27-009,15.7,3,0,0,14,12,2,3,21,29,0,0,0,90,41,27,60.3,Matches,Tottenham-Hotspur,Premier-League
491,Djed Spence,eng ENG,DF,24-270,17.8,4,1,1,20,23,2,25,18,30,0,0,1,101,20,13,60.6,Matches,Tottenham-Hotspur,Premier-League
492,Archie Gray,eng ENG,"DF,MF",19-055,16.5,0,0,0,9,11,0,13,13,7,0,0,1,59,10,9,52.6,Matches,Tottenham-Hotspur,Premier-League
493,Yves Bissouma,ml MLI,MF,28-249,14.4,7,0,0,23,18,0,2,16,29,0,1,0,78,5,7,41.7,Matches,Tottenham-Hotspur,Premier-League
494,Radu Drăgușin,ro ROU,DF,23-092,13.9,1,0,0,6,10,0,1,15,6,0,0,0,48,33,22,60.0,Matches,Tottenham-Hotspur,Premier-League
495,Ben Davies,wls WAL,DF,32-012,12.5,4,0,0,14,6,0,4,12,10,0,0,0,36,47,38,55.3,Matches,Tottenham-Hotspur,Premier-League
496,Lucas Bergvall,se SWE,MF,19-093,13.5,3,0,0,20,17,0,21,24,19,0,0,0,73,9,8,52.9,Matches,Tottenham-Hotspur,Premier-League
497,Micky van de Ven,nl NED,DF,24-017,10.6,4,0,0,10,8,0,0,10,6,0,0,0,61,19,18,51.4,Matches,Tottenham-Hotspur,Premier-League
498,Mathys Tel,fr FRA,FW,20-009,7.2,1,0,0,8,8,0,29,0,3,0,0,0,29,4,3,57.1,Matches,Tottenham-Hotspur,Premier-League
499,Fraser Forster,eng ENG,GK,37-050,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches,Tottenham-Hotspur,Premier-League
500,Wilson Odobert,fr FRA,FW,20-159,7.0,0,0,0,1,3,1,21,3,3,0,0,0,29,3,6,33.3,Matches,Tottenham-Hotspur,Premier-League
501,Kevin Danso,at AUT,DF,26-229,6.4,0,0,0,7,9,0,1,3,5,0,0,0,22,18,9,66.7,Matches,Tottenham-Hotspur,Premier-League
502,Timo Werner,de GER,"FW,MF",29-061,5.7,0,0,0,3,5,5,28,1,4,0,0,0,18,0,1,0.0,Matches,Tottenham-Hotspur,Premier-League
503,Richarlison,br BRA,FW,27-361,5.3,2,0,0,6,13,3,7,0,3,0,0,0,10,9,22,29.0,Matches,Tottenham-Hotspur,Premier-League
504,Antonín Kinský,cz CZE,GK,22-054,4.0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,100.0,Matches,Tottenham-Hotspur,Premier-League
505,Mikey Moore,eng ENG,FW,17-268,2.3,0,0,0,3,5,3,14,1,0,0,0,0,8,1,4,20.0,Matches,Tottenham-Hotspur,Premier-League
506,Brandon Austin,eng ENG,GK,26-118,1.0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,100.0,Matches,Tottenham-Hotspur,Premier-League
507,Sergio Reguilón,es ESP,DF,28-141,1.4,2,0,0,2,5,0,10,2,3,0,0,0,9,5,2,71.4,Matches,Tottenham-Hotspur,Premier-League
508,Dane Scarlett,eng ENG,"FW,MF",21-043,0.4,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,100.0,Matches,Tottenham-Hotspur,Premier-League
509,Alfie Dorrington,eng ENG,DF,20-016,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches,Tottenham-Hotspur,Premier-League
510,Will Lankshear,eng ENG,"FW,MF",20-016,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,Matches,Tottenham-Hotspur,Premier-League
511,Max Kilman,eng ENG,DF,27-348,34.2,4,0,0,21,13,2,3,38,20,0,0,0,138,105,50,67.7,Matches,West-Ham-United,Premier-League
512,Aaron Wan-Bissaka,eng ENG,DF,27-161,32.0,1,0,0,22,25,4,70,60,45,0,0,1,163,22,30,42.3,Matches,West-Ham-United,Premier-League
513,Jarrod Bowen,eng ENG,"FW,MF",28-137,30.2,1,0,0,19,49,10,101,16,24,0,0,0,120,12,46,20.7,Matches,West-Ham-United,Premier-League
514,Mohammed Kudus,gh GHA,"FW,MF",24-277,26.9,2,1,0,36,60,18,74,4,21,0,0,0,128,10,38,20.8,Matches,West-Ham-United,Premier-League
515,Lucas Paquetá,br BRA,"MF,FW",27-252,26.0,9,0,0,52,62,6,28,17,37,0,1,0,146,48,57,45.7,Matches,West-Ham-United,Premier-League
516,Tomáš Souček,cz CZE,MF,30-068,25.9,8,0,0,44,24,4,13,18,19,1,0,0,57,95,68,58.3,Matches,West-Ham-United,Premier-League
517,Emerson Palmieri,it ITA,DF,30-276,23.4,5,0,0,25,13,0,64,21,31,0,0,0,84,18,20,47.4,Matches,West-Ham-United,Premier-League
518,Alphonse Areola,fr FRA,GK,32-068,23.1,0,0,0,0,0,0,0,0,2,0,0,1,27,2,0,100.0,Matches,West-Ham-United,Premier-League
519,Konstantinos Mavropanos,gr GRE,DF,27-146,21.6,6,1,1,17,14,3,2,38,22,0,0,0,68,56,24,70.0,Matches,West-Ham-United,Premier-League
520,Edson Álvarez,mx MEX,MF,27-194,18.1,8,1,1,37,18,4,6,16,23,0,0,0,78,28,20,58.3,Matches,West-Ham-United,Premier-League
521,Jean-Clair Todibo,fr FRA,DF,25-127,17.4,2,0,0,11,5,0,3,21,24,0,0,0,65,23,24,48.9,Matches,West-Ham-United,Premier-League
522,Carlos Soler,es ESP,"MF,FW",28-124,15.1,5,0,0,24,18,0,31,8,11,0,0,0,64,9,11,45.0,Matches,West-Ham-United,Premier-League
523,Guido Rodríguez,ar ARG,MF,31-024,11.3,5,0,0,15,11,1,4,12,16,0,0,0,46,8,7,53.3,Matches,West-Ham-United,Premier-League
524,Łukasz Fabiański,pl POL,GK,40-018,11.9,2,0,0,2,1,0,0,0,0,0,2,0,5,2,1,66.7,Matches,West-Ham-United,Premier-League
525,Michail Antonio,jm JAM,FW,35-039,9.3,1,0,0,12,7,4,25,0,2,0,0,0,22,17,22,43.6,Matches,West-Ham-United,Premier-League
526,Vladimír Coufal,cz CZE,DF,32-257,9.7,4,0,0,20,14,0,21,8,11,0,0,1,29,18,12,60.0,Matches,West-Ham-United,Premier-League
527,James Ward-Prowse,eng ENG,MF,30-186,9.0,2,0,0,10,2,0,39,5,10,0,0,0,43,6,4,60.0,Matches,West-Ham-United,Premier-League
528,Aaron Cresswell,eng ENG,DF,35-142,7.5,2,0,0,3,2,0,28,8,5,0,0,0,29,7,6,53.8,Matches,West-Ham-United,Premier-League
529,Crysencio Summerville,nl NED,"FW,MF",23-188,8.7,2,0,0,9,23,4,21,0,7,0,0,0,38,4,9,30.8,Matches,West-Ham-United,Premier-League
530,Oliver Scarles,eng ENG,DF,19-145,6.6,1,0,0,4,3,1,13,10,11,0,0,0,33,5,5,50.0,Matches,West-Ham-United,Premier-League
531,Niclas Füllkrug,de GER,FW,32-086,7.4,2,0,0,17,5,9,1,0,2,0,0,0,12,31,45,40.8,Matches,West-Ham-United,Premier-League
532,Danny Ings,eng ENG,"FW,MF",32-287,3.2,0,0,0,0,2,0,3,1,2,1,0,0,9,8,10,44.4,Matches,West-Ham-United,Premier-League
533,Andy Irving,sct SCO,MF,24-358,1.8,2,0,0,6,1,0,2,1,4,0,0,0,10,1,1,50.0,Matches,West-Ham-United,Premier-League
534,Evan Ferguson,ie IRL,FW,20-199,1.7,0,0,0,1,2,0,0,1,1,0,0,0,8,5,10,33.3,Matches,West-Ham-United,Premier-League
535,Luis Guilherme,br BRA,"MF,FW",19-086,1.5,0,0,0,0,4,0,8,3,0,0,0,0,7,2,1,66.7,Matches,West-Ham-United,Premier-League
536,Lewis Orford,eng ENG,MF,19-077,0.5,0,0,0,0,0,0,1,1,0,0,0,0,7,0,1,0.0,Matches,West-Ham-United,Premier-League
537,Kaelan Casey,eng ENG,DF,20-190,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches,West-Ham-United,Premier-League
538,Rayan Aït-Nouri,dz ALG,DF,23-334,31.8,7,1,1,30,39,5,86,24,52,0,0,0,133,20,28,41.7,Matches,Wolverhampton-Wanderers,Premier-League
539,João Gomes,br BRA,MF,24-083,30.9,10,1,1,67,41,1,27,25,62,0,0,0,178,9,24,27.3,Matches,Wolverhampton-Wanderers,Premier-League
540,Nélson Semedo,pt POR,DF,31-171,29.6,7,0,0,44,28,4,58,23,34,0,1,0,121,27,41,39.7,Matches,Wolverhampton-Wanderers,Premier-League
541,Jørgen Strand Larsen,no NOR,FW,25-089,27.4,4,0,0,46,18,14,6,5,6,0,0,0,42,66,96,40.7,Matches,Wolverhampton-Wanderers,Premier-League
542,André,br BRA,MF,23-294,25.0,7,0,0,34,32,0,0,32,48,0,1,0,176,2,6,25.0,Matches,Wolverhampton-Wanderers,Premier-League
543,José Sá,pt POR,GK,32-109,27.0,2,0,0,4,8,0,0,0,2,0,4,0,31,9,1,90.0,Matches,Wolverhampton-Wanderers,Premier-League
544,Matheus Cunha,br BRA,"MF,FW",25-344,26.9,3,0,0,41,69,8,123,17,21,0,0,0,123,10,27,27.0,Matches,Wolverhampton-Wanderers,Premier-League
545,Toti Gomes,pt POR,DF,26-110,26.0,6,0,0,23,14,4,13,23,38,0,1,0,100,48,24,66.7,Matches,Wolverhampton-Wanderers,Premier-League
546,Matt Doherty,ie IRL,DF,33-110,21.8,6,0,0,18,11,2,18,21,20,0,0,1,99,48,19,71.6,Matches,Wolverhampton-Wanderers,Premier-League
547,Jean-Ricner Bellegarde,fr FRA,"MF,FW",26-313,17.2,3,0,0,29,41,1,40,10,22,0,0,0,57,9,18,33.3,Matches,Wolverhampton-Wanderers,Premier-League
548,Santiago Bueno,uy URU,DF,26-178,18.7,2,0,0,26,5,0,0,15,21,0,0,0,43,35,31,53.0,Matches,Wolverhampton-Wanderers,Premier-League
549,Mario Lemina,ga GAB,"MF,DF",31-247,15.2,4,0,0,17,8,4,10,27,31,0,1,0,73,25,16,61.0,Matches,Wolverhampton-Wanderers,Premier-League
550,Emmanuel Agbadou,ci CIV,DF,27-323,12.7,2,0,0,5,4,1,1,9,18,0,0,0,66,22,16,57.9,Matches,Wolverhampton-Wanderers,Premier-League
551,Craig Dawson,eng ENG,DF,35-000,10.8,2,0,0,6,5,2,0,9,3,0,0,2,35,21,11,65.6,Matches,Wolverhampton-Wanderers,Premier-League
552,Marshall Munetsi,zw ZIM,"MF,FW",28-318,9.8,0,0,0,15,10,3,6,6,10,0,0,0,31,24,18,57.1,Matches,Wolverhampton-Wanderers,Premier-League
553,Gonçalo Guedes,pt POR,"MF,FW",28-158,8.7,1,0,0,14,15,3,17,5,4,0,0,0,34,3,11,21.4,Matches,Wolverhampton-Wanderers,Premier-League
554,Sam Johnstone,eng ENG,GK,32-042,7.0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,100.0,Matches,Wolverhampton-Wanderers,Premier-League
555,Pablo Sarabia,es ESP,"MF,FW",32-360,8.0,3,0,0,14,15,5,40,4,8,0,0,0,29,4,12,25.0,Matches,Wolverhampton-Wanderers,Premier-League
556,Rodrigo Gomes,pt POR,"DF,FW",21-303,7.5,0,0,0,3,5,0,19,5,13,0,0,0,24,6,15,28.6,Matches,Wolverhampton-Wanderers,Premier-League
557,Hwang Hee-chan,kr KOR,"MF,FW",29-100,7.2,0,0,0,6,8,0,8,2,4,0,0,0,27,3,9,25.0,Matches,Wolverhampton-Wanderers,Premier-League
558,Yerson Mosquera,co COL,DF,24-004,4.9,2,0,0,6,7,1,2,10,7,0,0,0,24,11,6,64.7,Matches,Wolverhampton-Wanderers,Premier-League
559,Tommy Doyle,eng ENG,MF,23-201,5.4,1,0,0,5,5,0,15,5,6,0,0,0,43,1,6,14.3,Matches,Wolverhampton-Wanderers,Premier-League
560,Carlos Forbs,pt POR,"MF,FW",21-048,2.7,2,0,0,2,1,0,9,1,5,0,0,0,11,1,3,25.0,Matches,Wolverhampton-Wanderers,Premier-League
